Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	stationaryDist[1]	stationaryDist[2]	tree_length
5292	-88.51612	-119.1849	30.66877	0.030164	0.00940112	0.0293951	0.0331616	0.0204966	0.0176832	0.0379858	0.0135021	0.00652511	0.0485253	0.0207616	0.00956957	0.101945	0.0224982	0.018441	0.197202	0.0598418	0.0180581	0.0331407	0.0170956	0.0322198	0.00327333	0.00193693	0.00725576	0.0441999	0.0380208	0.00996525	0.0826746	0.0217913	0.3491113	1.650889	0.803181	0.898623	0.967202	1.03391	1.11281	1.24505	0.1584784	4.728831	0.0305696	0.00952754	0.0297904	0.0336076	0.0207722	0.017921	0.0384966	0.0136837	0.00661286	0.0491778	0.0210408	0.00969826	0.103316	0.0228008	0.018689	0.199854	0.0606465	0.018301	0.0335863	0.0173255	0.0326531	0.00331734	0.00196298	0.00735334	0.0447943	0.0385321	0.0100993	0.0837864	0.0220844	0.825444	0.174556	0.9867308
5328	-96.61084	-129.2516	32.64075	0.000633227	0.000526587	0.00241084	0.0157501	0.0318641	0.00235625	0.0815038	0.0319604	0.0376673	0.0232392	0.07772	0.015747	0.0250556	0.0350135	0.0149887	0.1144	0.0384187	0.0350432	0.0242602	0.0438099	0.0264185	0.00742584	0.0566791	0.0837185	0.0696066	0.000119883	0.0311664	0.0286785	0.00327403	1.011462	0.9885377	0.881376	0.940275	0.980971	1.0194	1.06352	1.13459	0.09130232	0.9773353	0.000659986	0.00054884	0.00251272	0.0164157	0.0332106	0.00245581	0.084948	0.033311	0.039259	0.0242213	0.0810042	0.0164124	0.0261144	0.0364931	0.0156221	0.119234	0.0400422	0.036524	0.0252854	0.0456612	0.0275348	0.00773964	0.0590743	0.0872562	0.0725481	0.000124949	0.0324835	0.0298904	0.00341239	0.494269	0.505731	0.9594556
5364	-97.64089	-127.8424	30.20148	0.000956628	0.000611708	0.00285015	0.00989278	0.0066225	0.0138848	0.0249065	0.00681997	0.00535327	0.00532544	0.00819765	0.000664382	0.0277323	0.00652291	0.00952002	0.0860774	0.0102117	0.00741277	0.00108413	0.0117758	0.00508903	0.0202265	0.0487148	0.0259611	0.032477	0.00952477	0.0414327	0.0179724	0.0163131	0.3247858	1.675214	0.332946	0.584872	0.845916	1.18215	1.70978	3.00349	0.795213	5.157904	0.0020611	0.00131796	0.0061408	0.0213145	0.0142685	0.0299156	0.0536622	0.014694	0.0115339	0.0114739	0.0176622	0.00143144	0.0597506	0.0140539	0.0205114	0.185458	0.0220017	0.0159712	0.00233582	0.0253715	0.0109646	0.0435789	0.104958	0.0559345	0.0699733	0.0205216	0.0892689	0.0387223	0.0351475	0.837607	0.162393	0.4641342
5400	-105.8013	-135.7302	29.9289	0.0105733	0.0153215	0.027389	0.00269704	0.0716968	0.00335442	0.0721894	0.0448237	0.0222553	0.0290831	0.00667868	0.01491	0.0687735	0.00498701	0.160552	0.171392	0.006108	0.00837652	0.0671473	0.0016295	0.019085	0.0712738	0.0287923	0.037073	0.00835033	0.0258662	0.0526932	0.0370299	0.0870834	0.272597	1.727403	0.681918	0.82968	0.943412	1.05998	1.20528	1.46645	0.2768243	6.336838	0.00898186	0.0130154	0.0232665	0.00229109	0.0609052	0.00284953	0.0613237	0.038077	0.0189055	0.0247056	0.00567343	0.0126658	0.058422	0.00423638	0.136387	0.145595	0.00518865	0.00711572	0.0570405	0.00138424	0.0162124	0.0605459	0.0244586	0.0314929	0.00709347	0.0219729	0.044762	0.0314563	0.0739759	0.863701	0.136299	1.177186
5436	-94.55001	-126.0832	31.53322	0.0791966	0.0248268	0.00627801	0.0724727	0.00192362	0.00343354	0.0347686	0.0871485	0.01529	0.0976574	0.00246362	0.017266	0.0209512	0.0301434	0.0261045	0.272513	0.0101595	0.00312748	0.0656426	0.00734831	0.064887	0.0285867	0.0248893	0.0109946	0.090192	0.0304425	0.157641	0.0347472	0.111573	0.7412989	1.258701	0.912764	0.95646	0.986208	1.01399	1.04552	1.09557	0.06600028	1.697967	0.0552791	0.0173291	0.00438204	0.0505858	0.00134268	0.00239661	0.0242684	0.0608295	0.0106724	0.0681647	0.0017196	0.0120517	0.0146239	0.02104	0.0182209	0.190213	0.00709128	0.00218298	0.0458184	0.00512911	0.045291	0.0199535	0.0173727	0.00767422	0.0629539	0.0212488	0.110033	0.0242535	0.0778776	0.629351	0.370649	1.432668
5472	-97.89093	-129.1096	31.21869	0.00115512	0.00288196	0.0203673	0.0188645	0.0357784	0.00650288	0.00436362	0.0920741	0.034599	0.0142162	0.0602869	0.0110655	0.150492	0.0825595	0.00606781	0.13134	0.022694	0.105669	0.0505504	0.00342836	0.0469074	0.0305668	0.0512212	0.0608866	0.00767655	0.00804113	0.0485011	0.0135786	0.080857	0.5538783	1.446122	0.807534	0.900994	0.967997	1.03306	1.10988	1.23834	0.1545704	2.610902	0.000960046	0.00239526	0.0169277	0.0156787	0.0297362	0.00540469	0.0036267	0.0765248	0.028756	0.0118154	0.0501058	0.00919675	0.125077	0.068617	0.00504308	0.10916	0.0188615	0.0878241	0.0420135	0.00284938	0.0389857	0.0254047	0.042571	0.0506042	0.00638015	0.00668315	0.0403103	0.0112855	0.067202	0.723061	0.276939	1.203193
5508	-96.05155	-127.6569	31.60533	0.00173856	0.0134152	0.0171003	0.00264632	0.039685	0.0146823	0.00482455	0.0628845	0.0434452	0.0229683	0.0335553	0.0615371	0.0676174	0.0154839	0.0123294	0.128008	0.0230835	0.0142275	0.0477734	0.0029637	0.0851864	0.0328612	0.0417721	0.0228887	0.0185548	0.0299989	0.0163197	0.0444988	0.0445304	0.7466095	1.25339	0.470351	0.692213	0.891575	1.12161	1.44464	2.12607	0.5453933	1.678776	0.00179867	0.013879	0.0176916	0.00273781	0.0410571	0.0151899	0.00499136	0.0650587	0.0449473	0.0237625	0.0347155	0.0636647	0.0699553	0.0160192	0.0127557	0.132434	0.0238816	0.0147194	0.0494251	0.00306617	0.0881317	0.0339973	0.0432163	0.02368	0.0191963	0.0310362	0.016884	0.0460373	0.0460701	0.626695	0.373305	0.9665808
5544	-113.3931	-139.8096	26.41655	0.00781018	0.00410678	0.00219371	0.00240213	0.00402828	0.00110793	0.00214003	0.00800273	0.012469	0.00887523	0.00516186	0.00400336	0.000208885	0.000367895	0.0115415	0.00451519	0.0121941	0.00832816	0.0109893	0.00222637	0.000307231	0.0108529	0.0128771	0.0250668	0.0242104	0.00219616	0.0107147	0.0154293	0.00586947	0.07589989	1.9241	0.0876623	0.305075	0.69047	1.44829	3.27788	11.4074	1.76014	25.3505	0.0354691	0.0186505	0.00996248	0.010909	0.018294	0.00503153	0.00971874	0.0363435	0.0566265	0.0403059	0.023442	0.0181808	0.00094863	0.00167076	0.0524143	0.0205053	0.0553783	0.0378214	0.0499068	0.0101108	0.00139526	0.0492874	0.0584802	0.113838	0.109949	0.00997362	0.0486599	0.0700704	0.0266556	0.96205	0.0379499	0.2201967
5580	-94.24272	-124.9222	30.67948	0.0287221	0.00599144	0.00813656	0.0137791	0.0325305	0.000273644	0.0230215	0.0152939	0.0441258	0.019819	0.0634872	0.0242376	0.00738577	0.0505555	0.0548951	0.229565	0.0181677	0.0454487	0.0737276	0.0751153	0.0148473	0.033053	0.0945023	0.0238057	0.0487856	0.0490157	0.0176667	0.0218555	0.0168753	0.5607438	1.439256	0.344389	0.59459	0.850276	1.17609	1.68183	2.90369	0.7707789	2.566691	0.0248744	0.0051888	0.00704656	0.0119332	0.0281726	0.000236986	0.0199375	0.0132451	0.0382146	0.017164	0.0549822	0.0209906	0.00639634	0.0437829	0.0475411	0.198812	0.0157339	0.0393602	0.0638508	0.0650525	0.0128583	0.0286251	0.0818424	0.0206166	0.0422501	0.0424493	0.0153	0.0189277	0.0146146	0.719628	0.280372	1.154687
5616	-89.00182	-119.0612	30.05942	0.000904975	0.00666082	0.00186776	0.00366002	0.00174191	0.00326938	0.00900042	0.0268408	0.00199379	0.00715703	0.00446117	0.00403747	0.00460551	0.00085197	0.0252092	0.0312323	0.00778435	0.0109542	0.0012619	0.00369075	0.011556	0.00536567	0.00161937	0.0038332	0.0616934	0.0134905	0.0110157	0.00104411	0.00677058	0.5662422	1.433758	0.091416	0.311378	0.694889	1.43908	3.21153	10.939	1.729823	2.532058	0.00330797	0.0243474	0.00682727	0.0133785	0.00636723	0.0119506	0.0328994	0.0981117	0.00728794	0.0261612	0.016307	0.0147582	0.0168346	0.00311422	0.0921474	0.114164	0.0284543	0.0400409	0.00461264	0.0134908	0.0422408	0.0196132	0.00591931	0.0140115	0.225509	0.0493121	0.040266	0.00381655	0.0247486	0.716879	0.283121	0.2735743
5652	-88.8971	-118.4605	29.56341	0.00194409	0.00414445	0.00146656	0.00262884	0.00366278	0.00614255	0.013167	0.0144169	0.0100408	0.0126929	0.0235603	0.0104165	0.0149265	0.000716954	0.012614	0.0383395	0.0307157	0.0189945	0.0375074	0.00126576	0.0012985	0.00982836	0.0194639	0.00563771	0.0241215	0.00870444	0.00948023	0.00515612	0.0428085	0.283841	1.716159	0.196117	0.451812	0.780464	1.28129	2.21331	5.099	1.177912	6.046199	0.0050383	0.0107407	0.00380073	0.00681289	0.00949242	0.015919	0.0341234	0.0373628	0.0260218	0.0328949	0.0610586	0.0269954	0.0386834	0.00185805	0.0326902	0.0993602	0.0796025	0.0492261	0.0972039	0.00328033	0.00336519	0.0254711	0.0504425	0.0146106	0.0625131	0.0225584	0.0245689	0.0133626	0.110942	0.85808	0.14192	0.3858633
5688	-91.08323	-121.7051	30.62186	0.000981554	0.000702235	0.0179718	0.0293779	0.0123846	0.00736732	0.0979596	0.025305	0.0290737	0.0414121	0.0513549	0.0330177	0.180911	0.00390249	0.125747	0.14762	0.0294685	0.0737299	0.112279	0.00552351	0.0215146	0.0650996	0.0308432	0.00948189	0.0320956	0.0123385	0.00625202	0.0229557	0.0935591	0.4221623	1.577838	0.813471	0.904219	0.969077	1.03191	1.10593	1.2293	0.1492738	3.737515	0.000743472	0.000531903	0.0136127	0.0222521	0.00938063	0.00558034	0.0741989	0.0191672	0.0220217	0.0313673	0.0388985	0.0250091	0.13703	0.00295592	0.0952466	0.111814	0.0223207	0.0558463	0.0850448	0.00418375	0.0162961	0.0493093	0.023362	0.007182	0.0243106	0.00934574	0.00473555	0.0173876	0.0708658	0.788919	0.211081	1.320229
5724	-103.8117	-131.7458	27.93413	0.00527605	0.00896026	0.00237868	0.000567603	0.0283717	0.0167787	0.0139863	0.00199386	0.0452957	0.00221356	0.0413446	0.0102306	0.00760797	0.0158423	0.0345183	0.0658543	0.00566167	0.00918242	0.00369302	0.00229744	0.0078766	0.013815	0.0123675	0.0292646	0.0246012	0.0250678	0.0143392	0.00780491	0.0273136	0.09962245	1.900378	0.248529	0.507135	0.809103	1.23594	1.97186	4.02368	1.006654	19.0758	0.0108895	0.0184936	0.00490951	0.00117151	0.058558	0.0346305	0.0288672	0.00411525	0.0934885	0.0045687	0.0853336	0.0211156	0.0157025	0.0326979	0.0712443	0.135921	0.0116855	0.0189521	0.00762224	0.00474183	0.016257	0.0285136	0.025526	0.0604009	0.0507759	0.051739	0.0295956	0.016109	0.0563742	0.950189	0.0498112	0.4845055
5760	-97.46823	-127.4263	29.9581	0.0855882	0.00306309	0.0021963	0.00290558	0.0231757	0.0613151	0.131637	0.0163482	0.0366222	0.0128564	0.100667	0.0182263	0.033144	0.210319	0.0531569	0.282137	0.0292323	0.0551908	0.0120965	0.0706619	0.00778123	0.180485	0.0130274	0.0675274	0.125752	0.191629	0.187581	0.0493664	0.133408	0.6120182	1.387982	0.756595	0.872813	0.958448	1.04335	1.14572	1.32171	0.201684	2.267876	0.0389552	0.00139416	0.00099964	0.00132246	0.0105483	0.0279074	0.0599139	0.00744084	0.0166685	0.00585155	0.0458181	0.00829562	0.0150854	0.0957261	0.0241942	0.128414	0.013305	0.0251199	0.00550566	0.0321615	0.0035416	0.082147	0.00592936	0.0307349	0.0572354	0.0872192	0.0853768	0.022469	0.06072	0.693991	0.306009	2.197095
5796	-89.84653	-121.5942	31.74764	0.012857	0.00103599	0.00759996	0.000141908	0.0557357	0.0220072	0.0819921	0.109695	0.00504811	0.0240181	0.0159626	0.0380177	0.0338008	0.00167211	0.0385169	0.128859	0.0556947	0.0121468	0.0703929	0.00892652	0.00383831	0.0211953	0.00462332	0.0280292	0.0157348	0.0132501	0.018192	0.0604871	0.0781233	0.792274	1.207726	0.494006	0.708978	0.898256	1.11327	1.41048	2.02427	0.509913	1.524379	0.0132876	0.00107069	0.00785449	0.00014666	0.0576023	0.0227442	0.0847381	0.113368	0.00521717	0.0248225	0.0164972	0.0392909	0.0349328	0.00172811	0.0398068	0.133175	0.05756	0.0125536	0.0727504	0.00922548	0.00396685	0.0219052	0.00477816	0.028968	0.0162618	0.0136939	0.0188013	0.0625129	0.0807397	0.603863	0.396137	0.9675946
5832	-83.72761	-113.9003	30.17271	0.00213041	0.00236017	0.0164382	0.00608763	0.0219627	0.00737662	0.0310645	0.0610358	0.00300149	0.0333377	0.0327337	0.0239486	0.0420718	0.105903	0.0454864	0.143333	0.00855314	0.0692988	0.0790149	0.00844517	0.00260545	0.0751674	0.00613267	0.0201304	0.00789609	0.00651524	0.0160537	0.00776701	0.0296859	0.2312703	1.76873	0.965117	0.982833	0.994612	1.00542	1.01747	1.03614	0.02567288	7.647891	0.00232695	0.0025779	0.0179547	0.00664924	0.0239889	0.00805715	0.0339303	0.0666667	0.00327839	0.0364133	0.0357535	0.026158	0.0459531	0.115673	0.0496828	0.156556	0.0093422	0.0756919	0.0863044	0.00922428	0.00284581	0.0821019	0.00669843	0.0219875	0.00862454	0.0071163	0.0175347	0.00848355	0.0324246	0.884365	0.115635	0.9155379
5868	-90.23913	-120.743	30.50387	0.0101952	0.00279799	0.0295256	0.00182717	0.00499312	0.0348405	0.0524624	0.0448473	0.0789471	0.0499621	0.0416417	0.0116655	0.100807	0.0172533	0.0582228	0.0597358	0.00763647	0.0552197	0.0235938	0.0184181	0.0148487	0.0458143	0.0345509	0.0445853	0.0114825	0.0715071	0.0143216	0.0288095	0.0558578	0.456579	1.543421	0.361622	0.608919	0.856617	1.16738	1.64225	2.76532	0.7354739	3.380403	0.00993328	0.0027261	0.028767	0.00178022	0.00486484	0.0339453	0.0511145	0.0436951	0.0769188	0.0486784	0.0405718	0.0113658	0.0982169	0.01681	0.0567269	0.058201	0.00744027	0.053801	0.0229876	0.0179449	0.0144672	0.0446372	0.0336632	0.0434397	0.0111875	0.0696699	0.0139537	0.0280693	0.0544226	0.77171	0.22829	1.02637
5904	-92.71766	-122.5945	29.87684	0.0229698	0.0134892	0.00303254	0.0406802	0.00933992	0.00323075	0.0525538	0.0236626	0.0152555	0.011277	0.0675401	0.0262202	0.00367407	0.0227625	0.100355	0.148186	0.00640142	0.0179058	0.0421223	0.00642848	0.0478192	0.0244372	0.0220385	0.0327564	0.0337225	0.0711657	0.132797	0.00136908	0.0459996	0.2307955	1.769205	0.772124	0.881505	0.961416	1.04013	1.13442	1.29513	0.1869925	7.665681	0.0218928	0.0128568	0.00289036	0.0387729	0.00890202	0.00307928	0.0500898	0.0225532	0.0145402	0.0107482	0.0643734	0.0249908	0.00350181	0.0216953	0.0956496	0.141238	0.00610129	0.0170663	0.0401474	0.00612708	0.0455772	0.0232915	0.0210052	0.0312206	0.0321414	0.067829	0.12657	0.00130489	0.0438429	0.884602	0.115398	1.049192
5940	-93.72176	-123.4365	29.71477	0.0155861	0.0331082	1.88209e-05	0.00577152	0.00927591	0.00737823	0.0559996	0.0293914	0.098095	0.06157	0.0746618	0.00949006	0.0538288	0.0254645	0.142457	0.252157	0.0270703	0.0684362	0.0234728	0.0580971	0.0828325	0.0674356	0.0236064	0.0207364	0.118892	0.0635272	0.00841636	0.00584386	0.0408254	0.3586177	1.641382	0.453383	0.679919	0.886604	1.1279	1.47076	2.20564	0.5719613	4.576969	0.0105067	0.0223185	1.26873e-05	0.00389062	0.00625295	0.00497371	0.0377497	0.0198129	0.0661264	0.0415047	0.05033	0.00639731	0.0362864	0.0171658	0.0960311	0.169981	0.0182482	0.0461333	0.0158232	0.0391636	0.0558379	0.0454588	0.0159132	0.0139785	0.0801455	0.0428241	0.00567352	0.00393938	0.0275207	0.820691	0.179309	1.483446
5976	-85.34528	-116.2584	30.91311	0.00401814	0.0139201	0.00132771	0.0062576	0.00667521	0.0126888	0.0803031	0.0143304	0.00867669	0.00211399	0.0865024	0.0137277	0.00443697	0.0106673	0.0468441	0.122132	0.00788285	0.0394745	0.018271	0.00940777	0.0736628	0.0472441	0.0171543	0.0218406	0.0389719	0.0316131	0.0362994	0.00255294	0.0320036	0.4929938	1.507006	0.406188	0.64443	0.871899	1.14692	1.55176	2.46191	0.6514402	3.056847	0.00495454	0.0171642	0.00163713	0.0077159	0.00823083	0.0156458	0.0990173	0.01767	0.0106987	0.00260664	0.106661	0.0169269	0.00547098	0.0131532	0.0577608	0.150594	0.0097199	0.0486738	0.0225289	0.0116002	0.0908295	0.058254	0.021152	0.0269305	0.0480541	0.0389803	0.0447587	0.00314789	0.0394618	0.753503	0.246497	0.8110009
6012	-90.86287	-123.7865	32.92358	1.23819e-05	0.014175	2.84372e-07	0.0191749	6.9874e-05	0.0372793	0.0134666	0.076576	0.00164119	0.020757	0.00962447	0.0498543	0.00188926	0.10675	0.0526955	0.148166	0.0757061	0.0181183	0.0342175	0.0115926	0.00630494	0.0327616	0.00961243	0.0197871	0.0384896	0.0147282	0.0104487	0.0136195	0.0449104	1.222492	0.7775083	0.676189	0.826274	0.942202	1.06134	1.21025	1.47888	0.282924	0.636003	1.40316e-05	0.0160636	3.2226e-07	0.0217296	7.91837e-05	0.0422462	0.0152609	0.0867786	0.00185986	0.0235226	0.0109068	0.0564966	0.00214098	0.120973	0.0597164	0.167907	0.0857928	0.0205323	0.0387764	0.0131371	0.00714497	0.0371266	0.0108931	0.0224235	0.0436178	0.0166905	0.0118408	0.0154341	0.0508941	0.388754	0.611246	0.8824296
6048	-94.15782	-124.3221	30.16432	8.44131e-05	0.0304919	1.30101e-05	0.0393237	0.0122868	0.00962414	0.0302052	0.0367454	0.0448381	0.0416876	0.0533957	0.0284007	0.0125588	0.0698672	0.0470603	0.127267	0.0665615	0.150501	0.039635	0.00364232	0.00487036	0.041178	0.00704355	0.060296	0.0120079	0.0503547	0.0132622	0.0190195	0.0221541	0.4026603	1.59734	0.324947	0.577976	0.842792	1.18653	1.73018	3.07742	0.8127966	3.966966	7.85694e-05	0.0283811	1.21094e-05	0.0366014	0.0114362	0.00895789	0.0281142	0.0342017	0.0417341	0.0388017	0.0496993	0.0264346	0.0116894	0.0650305	0.0438025	0.118457	0.0619537	0.140082	0.0368911	0.00339017	0.0045332	0.0383274	0.00655594	0.0561219	0.0111766	0.0468688	0.0123441	0.0177028	0.0206204	0.79867	0.20133	1.074376
6084	-95.2326	-126.2677	31.03508	0.0130655	0.00694684	0.00524008	0.0427915	0.0143203	0.0104811	0.00755978	0.0379159	0.0198799	0.0451287	0.0111735	0.0283733	0.00221232	0.0146529	0.0403955	0.0281675	0.0098333	0.0342242	0.0105021	0.00246635	0.00827907	0.003453	0.0184963	0.0118248	0.00140073	0.0368284	0.0169145	0.0159696	0.0152784	0.361775	1.638225	0.817844	0.906586	0.969868	1.03107	1.10304	1.22273	0.1453973	4.528298	0.0254303	0.0135212	0.0101992	0.0832883	0.0278726	0.0204002	0.0147142	0.0737987	0.0386937	0.0878374	0.0217479	0.0552251	0.004306	0.0285201	0.0786248	0.0548245	0.0191393	0.0666133	0.020441	0.00480044	0.0161142	0.00672084	0.0360009	0.0230154	0.00272634	0.0716819	0.0329219	0.0310828	0.0297375	0.819113	0.180887	0.5137753
6120	-95.65679	-127.6159	31.95909	0.0425755	0.0109292	0.012991	0.017157	0.0144134	0.00131962	0.0337575	0.0261664	0.0193653	0.0216791	0.0115956	0.00307063	0.000413043	0.0115336	0.0409192	0.105737	0.0379713	0.0165154	0.0966526	0.00545489	0.00870564	0.00948843	0.020707	0.0352807	0.00610063	0.00246374	0.0108053	0.0137905	0.0253978	0.5905225	1.409477	0.98781	0.994036	0.998136	1.00187	1.006	1.01234	0.008868427	2.386831	0.0642206	0.0164855	0.0195956	0.0258795	0.0217411	0.0019905	0.0509196	0.0394692	0.0292104	0.0327005	0.0174906	0.00463172	0.00062303	0.0173972	0.0617222	0.159494	0.0572757	0.0249117	0.14579	0.00822812	0.0131315	0.0143123	0.0312343	0.0532172	0.00920214	0.00371628	0.0162986	0.0208015	0.0383098	0.704739	0.295261	0.6629573
6156	-101.1818	-132.1216	30.93981	0.0186011	0.00666537	0.0101614	0.0457568	0.0106095	0.00717037	0.174155	0.0884807	0.0141515	0.0502108	0.0103788	0.00521339	0.00826885	0.0208876	0.104146	0.0773356	0.0314141	0.158459	0.0951357	0.0248013	0.00179105	0.0173809	0.0434184	0.168307	0.0181105	0.0363045	0.0095491	0.0412715	0.0405307	0.6057797	1.39422	0.55665	0.751484	0.914722	1.09323	1.3307	1.79646	0.4235866	2.30153	0.0138952	0.00497912	0.0075907	0.0341809	0.00792541	0.00535635	0.130096	0.0660962	0.0105714	0.0375081	0.00775312	0.00389446	0.00617693	0.0156033	0.0777983	0.0577707	0.0234667	0.118371	0.0710675	0.0185268	0.00133794	0.0129837	0.0324341	0.125727	0.0135288	0.0271199	0.00713329	0.0308303	0.0302769	0.69711	0.30289	1.338666
6192	-92.22231	-123.6798	31.45753	0.0137618	0.0309206	0.0115108	0.0162964	0.0759732	0.0943174	0.0447908	0.0952867	0.0230888	0.0031231	0.046288	0.00749361	0.0540786	0.0480028	0.104261	0.193669	0.011403	0.00108463	0.0617735	0.0137929	0.0289274	0.00344902	0.0855255	0.0105946	0.0135295	0.0151693	0.10685	0.09304	0.0286633	0.6675569	1.332443	0.897801	0.948781	0.983731	1.01654	1.05398	1.11383	0.07795183	1.995999	0.0102956	0.0231326	0.00861156	0.0121919	0.0568379	0.0705618	0.0335094	0.0712869	0.0172734	0.00233648	0.0346295	0.0056062	0.0404578	0.0359124	0.0780009	0.14489	0.00853094	0.000811447	0.0462146	0.0103189	0.0216415	0.00258032	0.0639843	0.00792616	0.0101218	0.0113486	0.0799377	0.0696061	0.0214439	0.666222	0.333778	1.336665
6228	-93.11888	-122.3704	29.25155	0.0101289	0.00429081	0.0054992	0.0114264	0.0192724	0.0283489	0.0291795	0.0170066	0.00231918	0.030865	0.00406326	0.0102345	0.0805326	0.0156169	0.0216722	0.0603635	0.00369602	0.00614061	0.0182312	0.000956731	0.00979536	0.0215826	0.012817	0.012736	0.000396677	0.00183912	0.00932169	0.0303153	0.0172861	0.2279226	1.772077	0.204376	0.460994	0.785379	1.27327	2.16923	4.89293	1.148083	7.774907	0.0204239	0.00865197	0.0110886	0.0230401	0.0388608	0.0571626	0.0588374	0.034292	0.00467639	0.0622361	0.00819315	0.0206369	0.162386	0.0314898	0.0436998	0.121717	0.00745264	0.0123819	0.0367613	0.00192915	0.0197513	0.0435191	0.0258442	0.0256808	0.000799859	0.0037084	0.0187962	0.0611277	0.0348557	0.886039	0.113961	0.4959343
6264	-103.2722	-134.5984	31.3262	0.0471047	0.0175358	0.0110559	0.0157772	0.0347512	0.037548	0.0183471	0.0876161	0.0176854	0.00857429	0.0424835	0.0186048	0.0206777	0.0730724	0.0348488	0.0418335	0.0101633	0.0338578	0.122167	0.0358415	0.00413179	0.00297935	0.0446951	0.0294325	0.0182015	0.0422295	0.00309065	0.0243965	0.00852909	0.5235909	1.476409	0.697506	0.838876	0.946662	1.05634	1.19207	1.43368	0.2604816	2.819776	0.0519214	0.0193289	0.0121864	0.0173905	0.0383047	0.0413875	0.0202231	0.0965752	0.0194938	0.00945105	0.0468276	0.0205072	0.0227921	0.0805443	0.0384122	0.0461112	0.0112026	0.0373199	0.134659	0.0395064	0.00455428	0.003284	0.0492654	0.032442	0.0200627	0.0465477	0.00340669	0.0268912	0.00940122	0.738205	0.261795	0.9072318
6300	-94.39795	-125.6983	31.30034	0.0109082	0.00232755	0.0241795	0.0122759	0.00784586	0.130677	0.020135	0.0369006	0.00105574	0.0408437	0.0087489	0.0599802	0.0102149	0.0212487	0.00898407	0.0817747	0.00525878	0.00197871	0.0100559	0.0459894	0.092622	0.140442	0.0313974	0.0279654	0.00720585	0.0158767	0.029267	0.0506711	0.0740982	0.5012889	1.498711	0.855252	0.926578	0.97649	1.02408	1.07924	1.16925	0.1130584	2.989715	0.0107903	0.00230238	0.0239181	0.0121432	0.00776104	0.129264	0.0199173	0.0365017	0.00104433	0.0404021	0.00865433	0.0593318	0.0101044	0.021019	0.00888694	0.0808906	0.00520193	0.00195732	0.0099472	0.0454922	0.0916208	0.138924	0.031058	0.0276631	0.00712795	0.015705	0.0289506	0.0501233	0.0732972	0.749356	0.250644	1.010929
6336	-91.81376	-122.2855	30.47169	0.0852173	0.0295386	0.003333	0.00849603	0.00564978	0.0712384	0.12174	0.104316	0.0031146	0.0728675	0.0393731	0.00137389	0.0232043	0.119117	0.0636445	0.288605	0.0200327	0.0196349	0.0021689	0.0300684	0.088031	0.0225469	0.0434383	0.0363689	0.0404442	0.0243008	0.082882	0.035768	0.00689773	0.4404086	1.559591	0.815246	0.905181	0.969398	1.03157	1.10475	1.22662	0.1476979	3.541238	0.0570621	0.0197793	0.00223181	0.00568901	0.00378314	0.0477018	0.0815182	0.0698505	0.00208556	0.0487926	0.0263645	0.000919969	0.0155378	0.079762	0.0426169	0.193252	0.0134141	0.0131477	0.00145231	0.020134	0.0589462	0.0150976	0.0290866	0.0243529	0.0270817	0.016272	0.0554985	0.0239506	0.00461877	0.779796	0.220204	1.493411
