Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	stationaryDist[1]	stationaryDist[2]	tree_length
360	-92.84226	-122.9414	30.09917	0.0345583	0.00910811	0.000750385	0.00952349	0.00276446	0.0594655	0.125013	0.0446625	0.0197677	0.164226	0.0423238	0.0327125	0.193477	0.0148721	0.0223493	0.132928	0.000453299	0.157454	0.124109	0.0672174	0.0206043	0.0683079	0.0757863	0.0278507	0.0436531	0.0184767	0.0214476	0.0297975	0.00484229	0.4573051	1.542695	0.51296	0.722116	0.903417	1.10691	1.38482	1.94947	0.4826895	3.373448	0.0220327	0.00580688	0.000478409	0.00607171	0.00176248	0.0379123	0.0797022	0.0284746	0.0126029	0.104702	0.0269836	0.0208559	0.123352	0.00948172	0.0142488	0.0847484	0.000289001	0.100385	0.079126	0.0428545	0.0131363	0.0435497	0.0483176	0.0177562	0.0278311	0.0117798	0.013674	0.0189974	0.0030872	0.771347	0.228653	1.568502
396	-96.55684	-128.2151	31.65823	0.0415182	0.0160575	0.00216412	0.0104154	0.0206627	0.0357356	0.0111956	0.0738042	0.0187234	0.040694	0.0071843	0.0125971	0.00828056	0.033206	0.0790416	0.0617254	0.00584358	0.0858751	0.0333183	0.00130455	0.00896849	0.0274683	0.0087138	0.0553462	0.11379	0.0586812	0.0285588	0.016363	0.00478838	1.221862	0.7781381	0.123586	0.360704	0.727511	1.37455	2.77236	8.09153	1.511806	0.6368462	0.0450294	0.0174154	0.00234714	0.0112962	0.0224101	0.0387577	0.0121424	0.0800457	0.0203068	0.0441354	0.00779187	0.0136625	0.00898084	0.0360142	0.085726	0.0669455	0.00633776	0.0931375	0.0361359	0.00141487	0.00972694	0.0297913	0.00945072	0.0600268	0.123413	0.0636438	0.030974	0.0177468	0.00519333	0.389069	0.610931	0.9220254
432	-91.63202	-123.9257	32.29365	0.00160405	0.0141744	0.0251171	0.00530066	0.0228419	0.00136681	0.0193093	0.0992788	0.0108143	0.0315991	0.0165881	0.00118816	0.0278039	0.0676165	0.00801118	0.153713	0.116928	0.0742054	0.0205097	0.0162663	0.00960859	0.033486	0.0207233	0.0254082	0.0278211	0.012095	0.0134392	0.00598506	0.0240924	1.106329	0.8936712	0.394752	0.635516	0.868119	1.15192	1.57352	2.53323	0.6720903	0.8077809	0.00176872	0.0156295	0.0276957	0.00584484	0.0251869	0.00150713	0.0212916	0.109471	0.0119246	0.0348432	0.0182911	0.00131014	0.0306583	0.0745581	0.00883363	0.169494	0.128932	0.0818235	0.0226153	0.0179362	0.010595	0.0369237	0.0228508	0.0280167	0.0306773	0.0133367	0.0148189	0.00659951	0.0265658	0.446836	0.553164	0.9068957
468	-91.804	-123.0775	31.27354	0.00378802	0.0062721	0.00125557	0.000869011	0.00781724	0.009348	0.0220765	0.0214027	0.00649261	0.0151459	0.00326716	0.015225	0.0183873	0.0130551	0.0231468	0.0125947	0.00507346	0.019465	0.0116396	0.000965612	0.00529256	0.00995163	0.00389985	0.0321617	0.0259995	0.0211992	0.0022101	0.00647805	0.00840991	0.7659747	1.234025	0.211031	0.468255	0.789217	1.26708	2.13559	4.73864	1.124914	1.611052	0.0113792	0.0188414	0.00377174	0.00261051	0.023483	0.0280814	0.0663178	0.0642937	0.0195038	0.0454983	0.00981453	0.0457359	0.0552354	0.0392174	0.0695329	0.0378344	0.0152407	0.0584728	0.0349653	0.0029007	0.0158988	0.0298947	0.0117151	0.0966135	0.0781023	0.0636822	0.00663914	0.01946	0.0252633	0.617013	0.382987	0.3328898
504	-97.23886	-127.8113	30.57243	0.00173452	0.0117103	0.0187617	0.0160784	0.0103473	0.0102421	0.0227753	0.0398909	0.0340476	0.0177909	0.0044019	0.00170991	0.0770027	0.00508693	0.0151207	0.0439961	0.0100176	0.00193418	0.0186518	0.0246203	0.0130072	0.00989301	0.0136042	0.00769132	0.0284706	0.00330546	0.00476587	0.0171381	0.0277852	0.2756715	1.724328	0.812535	0.903711	0.968907	1.03209	1.10655	1.23072	0.1501066	6.255011	0.0033905	0.0228904	0.0366738	0.0314288	0.0202261	0.0200204	0.0445193	0.0779756	0.0665535	0.0347762	0.00860448	0.00334239	0.150519	0.00994352	0.0295567	0.0860001	0.0195817	0.00378078	0.036459	0.0481259	0.0254254	0.0193381	0.0265925	0.0150344	0.0556521	0.00646124	0.00931594	0.0335002	0.0543122	0.862164	0.137836	0.5115821
540	-101.9508	-132.3535	30.40268	0.015239	0.00901566	0.0121661	0.0553355	0.0132292	0.000628305	0.0348289	0.0205695	0.00872291	0.0704681	0.0234747	0.0537701	0.00332308	0.0654255	0.00105214	0.0390357	0.0221003	0.0149532	0.0243922	0.0290382	0.0283264	0.032688	0.0153196	0.103925	0.0474201	0.0361394	0.0163181	6.83722e-05	0.000240596	0.3865641	1.613436	0.348724	0.598229	0.851896	1.17385	1.6716	2.86759	0.761734	4.173786	0.0191153	0.011309	0.0152607	0.0694111	0.0165943	0.000788126	0.0436883	0.0258017	0.0109417	0.0883929	0.029446	0.0674475	0.00416837	0.0820677	0.00131978	0.0489651	0.0277219	0.0187568	0.0305968	0.0364246	0.0355318	0.0410028	0.0192165	0.13036	0.0594823	0.0453322	0.0204689	8.57639e-05	0.000301796	0.806718	0.193282	0.7972141
576	-93.17014	-124.36	31.18982	0.00490795	0.00251484	0.0107225	0.00360192	0.00886873	0.0200906	0.0886853	0.0456168	0.00859054	0.0448909	0.0373712	0.00993276	0.0859018	0.0400113	0.0106223	0.0536208	0.0296215	0.0118897	0.0651374	0.0636931	0.00704889	0.0137234	0.00793319	0.00403574	0.0131524	0.0126324	0.00813634	0.0155832	0.0214271	0.6697671	1.330233	0.269912	0.527966	0.819329	1.22051	1.89406	3.70491	0.9469728	1.986113	0.00654425	0.00335328	0.0142973	0.00480278	0.0118255	0.0267887	0.118253	0.0608253	0.0114546	0.0598574	0.0498306	0.0132443	0.114541	0.0533509	0.0141638	0.0714977	0.0394972	0.0158536	0.086854	0.0849282	0.00939897	0.0182988	0.0105781	0.00538124	0.0175374	0.016844	0.010849	0.0207786	0.0285708	0.665116	0.334884	0.7499647
612	-92.94962	-123.9953	31.04571	0.0139463	0.00499932	0.00693074	0.0108268	0.0301862	0.0158014	0.011526	0.0626875	0.0119933	0.0206788	0.0309479	0.0171014	0.0192956	0.0891279	0.0650116	0.0900253	0.0384834	0.00605262	0.0392425	0.0662682	0.0599225	0.0243411	0.0122905	0.0119634	0.0207344	0.0294587	0.00398592	0.000163362	0.0133645	0.5888853	1.411115	0.326124	0.578996	0.843256	1.18588	1.72713	3.06632	0.8101818	2.396247	0.0168565	0.00604251	0.00837696	0.013086	0.0364851	0.0190986	0.0139311	0.0757684	0.0144959	0.0249938	0.0374057	0.0206699	0.023322	0.107726	0.0785774	0.108811	0.0465137	0.00731561	0.0474312	0.0800962	0.0724264	0.0294203	0.0148552	0.0144598	0.025061	0.0356057	0.00481766	0.000197451	0.0161532	0.705557	0.294443	0.8273573
648	-90.98724	-121.2024	30.21512	0.0158589	0.00736504	0.00415085	0.0155948	0.0085889	0.0551096	0.109438	0.0811984	0.0126762	0.0542339	0.0288068	0.0341374	0.0790294	0.0601382	0.0871386	0.118267	0.0886395	0.00477772	0.0150348	0.0827371	0.00937599	0.0175682	0.0118581	0.0067784	0.0206048	0.00300385	0.0354097	0.0373385	0.0153995	0.3419554	1.658045	0.546301	0.744638	0.912114	1.09635	1.34293	1.83049	0.4371562	4.848716	0.0141565	0.00657441	0.00370526	0.0139207	0.0076669	0.0491937	0.0976899	0.0724819	0.0113154	0.048412	0.0257145	0.0304728	0.0705458	0.0536824	0.0777844	0.105571	0.0791242	0.00426485	0.0134208	0.0738554	0.0083695	0.0156823	0.0105852	0.00605075	0.0183929	0.00268139	0.0316085	0.0333302	0.0137464	0.829022	0.170978	1.120257
684	-91.55931	-122.1123	30.55298	0.00616789	0.00655895	0.00728388	0.00788582	0.000895257	0.00334259	0.143591	0.035906	0.103499	0.0196997	0.0422054	0.00883317	0.0234199	0.0312085	0.108052	0.0723536	0.0112275	0.00971042	0.0536494	0.0356227	0.0536079	0.00949323	0.0100173	0.012866	0.050365	0.00401311	0.0470477	0.00388518	0.0191635	0.2984693	1.701531	0.928262	0.964346	0.988737	1.01139	1.03697	1.07728	0.05382599	5.700856	0.00655063	0.00696595	0.00773587	0.00837517	0.000950811	0.00355001	0.152502	0.0381341	0.109922	0.0209221	0.0448244	0.00938131	0.0248732	0.0331451	0.114757	0.0768434	0.0119242	0.010313	0.0569785	0.0378332	0.0569345	0.0100823	0.0106389	0.0136643	0.0534904	0.00426214	0.0499672	0.00412627	0.0203527	0.850765	0.149235	0.9415718
720	-91.14471	-122.9059	31.7612	0.00807218	0.00294395	9.98855e-05	0.00235183	0.00553679	0.00102978	0.0504168	0.0388891	0.000827372	0.014102	0.00553168	0.0253048	0.00173628	0.0323861	0.0167852	0.076442	0.029255	0.0477517	0.0245524	0.0217084	0.00384368	0.0238333	0.000784502	0.00529328	0.00919843	0.0102594	0.00628232	0.0161668	0.0417378	0.9914593	1.008541	0.19101	0.446035	0.777338	1.28644	2.24197	5.23533	1.196989	1.017228	0.0154308	0.00562765	0.000190941	0.00449576	0.0105841	0.00196852	0.0963767	0.0743402	0.0015816	0.0269574	0.0105743	0.0483726	0.00331907	0.0619091	0.0320866	0.146126	0.0559237	0.091282	0.0469344	0.0414978	0.00734758	0.0455597	0.00149965	0.0101186	0.0175837	0.0196119	0.0120093	0.0309043	0.0797859	0.50427	0.49573	0.5231226
756	-90.28415	-120.415	30.13084	0.00440901	0.0126269	6.61099e-06	0.00103728	0.00389071	0.00401738	0.0813938	0.0408514	0.00721449	0.0230056	0.00657869	0.00415948	0.00641006	0.0370504	0.00874732	0.0374721	0.0127306	0.0246641	0.001576	0.0154797	0.00922818	0.0146684	0.00926225	0.00873804	0.0071034	0.0122146	0.0204461	0.0482606	0.0332589	0.3535599	1.64644	0.246916	0.505528	0.808302	1.23716	1.97813	4.04995	1.01136	4.656749	0.00888014	0.0254317	1.33151e-05	0.00208918	0.00783625	0.00809136	0.163934	0.0822784	0.0145306	0.0463354	0.0132501	0.00837757	0.0129104	0.0746228	0.0176179	0.0754721	0.0256407	0.0496758	0.0031742	0.0311776	0.0185864	0.0295434	0.018655	0.0175992	0.0143069	0.0246014	0.0411803	0.0972013	0.0669863	0.82322	0.17678	0.4965022
792	-86.06784	-116.6816	30.61375	0.0111497	0.0136604	0.00177664	0.0407698	0.00995921	0.00111062	0.0664958	0.0990476	0.0131949	0.0657241	0.0263407	0.00252532	0.0184704	0.0408374	0.0250368	0.123619	0.015564	0.00622429	0.0193135	0.12282	0.0174911	0.0147228	0.0430321	0.0377505	0.0197473	0.00628376	0.0774592	0.0712625	0.00743561	0.3400449	1.659955	0.827329	0.911699	0.971571	1.02926	1.09685	1.20871	0.1370595	4.881577	0.0109437	0.013408	0.00174381	0.0400165	0.00977519	0.0010901	0.0652671	0.0972174	0.0129511	0.0645097	0.025854	0.00247865	0.0181292	0.0400828	0.0245742	0.121335	0.0152765	0.00610928	0.0189566	0.120551	0.0171679	0.0144507	0.042237	0.037053	0.0193824	0.00616765	0.0760279	0.0699457	0.00729822	0.829978	0.170022	1.018826
828	-86.00642	-116.3528	30.34638	0.0224348	0.00862991	0.00916559	0.000539903	0.00723087	0.00059689	0.0125555	0.0433483	0.00420837	0.0239138	0.0674346	0.00472889	0.000991194	0.0211046	0.0069578	0.0581132	0.0105648	0.00642742	0.00816963	0.0330851	0.000736812	0.000940305	0.00561779	0.0171459	0.00642012	0.00617852	0.018599	0.0374906	0.0015484	0.3407369	1.659263	0.365815	0.612353	0.858121	1.16534	1.63305	2.73362	0.7271376	4.869631	0.050429	0.0193984	0.0206025	0.0012136	0.0162536	0.00134169	0.0282223	0.0974385	0.0094596	0.0537536	0.15158	0.0106296	0.00222801	0.0474389	0.0156398	0.130627	0.0237476	0.0144476	0.0183637	0.0743688	0.00165621	0.00211362	0.0126277	0.0385406	0.0144312	0.0138881	0.0418069	0.0842715	0.00348049	0.829632	0.170368	0.4448784
864	-91.57806	-122.8801	31.30203	0.0608512	0.0307484	0.0255328	0.00725126	0.0481264	0.0118668	0.032418	0.0972717	0.00643321	0.0250736	0.00804199	0.0231864	0.00899459	0.0474452	0.0277513	0.128872	0.0183065	0.0400331	0.0346718	0.0654415	0.0127637	0.00904668	0.000391638	0.015035	0.00456084	0.00259306	0.0481082	0.0755006	0.034304	0.6545375	1.345463	0.418347	0.653766	0.875821	1.14179	1.5296	2.39036	0.6301135	2.055593	0.064012	0.0323456	0.026859	0.00762791	0.0506262	0.0124832	0.0341019	0.102324	0.00676737	0.026376	0.00845972	0.0243908	0.0094618	0.0499097	0.0291928	0.135566	0.0192574	0.0421126	0.0364728	0.0688407	0.0134267	0.0095166	0.000411981	0.015816	0.00479775	0.00272776	0.0506072	0.0794223	0.0360859	0.672731	0.327269	0.9506212
900	-90.79605	-121.8426	31.04659	0.00605429	0.00843122	0.000927738	0.0397704	0.0214078	0.000919598	0.0287708	0.0883522	0.00191693	0.0465912	0.0491861	0.0235838	0.08407	0.138736	0.0493107	0.139063	0.0217906	0.0374086	0.0727818	0.0279579	0.00911623	0.00590371	0.0161856	0.00810151	0.0634116	0.01069	0.00950027	0.0335823	0.0106646	0.4426465	1.557353	0.857078	0.927542	0.976807	1.02374	1.07812	1.16676	0.1115167	3.518278	0.0057431	0.00799785	0.000880051	0.0377261	0.0203074	0.00087233	0.0272919	0.0838108	0.00181839	0.0441963	0.0466579	0.0223716	0.0797488	0.131605	0.0467761	0.131915	0.0206705	0.0354857	0.0690408	0.0265208	0.00864764	0.00560025	0.0153537	0.00768508	0.0601522	0.0101405	0.00901195	0.0318561	0.0101165	0.778677	0.221323	1.054186
936	-89.5217	-120.1899	30.66824	0.0223952	0.000328922	0.0196999	0.0367835	0.0255983	0.00263744	0.11029	0.0669077	0.0426489	0.0358003	0.0663421	0.0203216	0.0160234	0.048206	0.0409422	0.283729	0.12983	0.0432866	0.0399505	0.0565093	0.0103154	0.0246987	0.0206062	0.0594569	0.0597353	0.00134853	0.0295954	0.133353	0.000136817	0.4634963	1.536504	0.873112	0.935965	0.979566	1.02086	1.06842	1.14533	0.09811443	3.315029	0.0154719	0.000227238	0.0136098	0.0254122	0.0176848	0.00182209	0.0761947	0.0462237	0.0294643	0.0247329	0.0458329	0.0140394	0.0110699	0.0333034	0.0282852	0.196016	0.0896943	0.0299048	0.0276001	0.0390399	0.00712649	0.0170633	0.014236	0.0410762	0.0412685	0.00093164	0.0204462	0.0921278	9.45208e-05	0.768252	0.231748	1.447477
972	-92.64713	-124.2991	31.65199	0.00601388	0.000198754	0.0124086	0.00128999	0.0157355	0.0020287	0.0591652	0.0201814	0.0270664	0.0412294	0.00200498	0.00468754	0.00168008	0.0542074	0.0308099	0.0824604	0.0221524	0.00698898	0.0436683	0.0500637	0.00576001	0.0102321	0.00296121	0.00239416	0.0189755	0.0491744	0.00426849	0.0260093	0.00122635	0.8840656	1.115934	0.229181	0.487481	0.799187	1.25127	2.05136	4.36337	1.065257	1.262276	0.00993959	0.000328495	0.0205086	0.00213206	0.0260073	0.00335298	0.0977868	0.0333553	0.0447347	0.0681429	0.00331378	0.00774745	0.00277679	0.0895927	0.0509219	0.136288	0.0366129	0.0115512	0.0721739	0.082744	0.00952	0.0169113	0.00489421	0.00395701	0.0313622	0.0812742	0.00705485	0.0429875	0.00202688	0.557967	0.442033	0.6050429
1008	-93.72268	-124.2123	30.48966	0.0445729	0.0367877	0.0120743	0.000435686	0.0529112	0.0345531	0.0374491	0.0404607	0.0022526	0.0551053	0.0388139	0.113535	0.000590785	0.0713806	0.10601	0.164253	0.023151	0.0316583	0.0326454	0.0011947	0.0287751	0.044094	0.0656999	0.0371494	0.0550087	0.0388557	0.0542566	0.128647	0.020389	0.4798818	1.520118	0.550202	0.747226	0.913102	1.09517	1.33828	1.81752	0.4320123	3.167693	0.0324707	0.0267993	0.00879596	0.000317391	0.0385451	0.0251715	0.0272811	0.029475	0.00164099	0.0401434	0.0282753	0.0827084	0.000430378	0.0519997	0.077227	0.119656	0.0168652	0.0230626	0.0237817	0.000870325	0.0209623	0.0321219	0.0478614	0.0270628	0.040073	0.0283059	0.0395251	0.0937176	0.0148531	0.760059	0.239941	1.37271
