Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	stationaryDist[1]	stationaryDist[2]	tree_length
2412	-91.18877	-123.1191	31.9303	0.0105723	0.0177501	0.0157002	0.00693753	0.0148459	0.00381263	0.0255457	0.121294	0.0500558	0.0375227	0.0466537	0.0455276	0.00350204	0.0788116	0.0160206	0.0757323	0.138931	0.00561979	0.108142	0.00285797	0.0434501	0.0117297	0.0274222	0.0223625	0.0202892	0.0173086	0.015735	0.0234138	0.0255058	0.7360835	1.263917	0.837245	0.917012	0.973333	1.0274	1.0905	1.19439	0.1284453	1.717083	0.010234	0.0171822	0.0151979	0.00671557	0.0143709	0.00369064	0.0247283	0.117413	0.0484543	0.0363221	0.045161	0.044071	0.00338999	0.07629	0.015508	0.0733092	0.134486	0.00543998	0.104682	0.00276653	0.0420599	0.0113544	0.0265448	0.021647	0.01964	0.0167548	0.0152316	0.0226647	0.0246898	0.631958	0.368042	1.033053
2448	-88.79107	-120.2227	31.43159	0.00234645	0.0436093	0.0168366	0.0219816	0.00654627	0.00756595	0.0439865	0.0640765	0.0282416	0.0433926	0.0149338	0.0353642	0.0746688	0.0561238	0.0549167	0.144579	0.0288156	0.0475165	0.0864972	0.0351138	0.0249975	0.0551345	0.0273258	0.00349329	0.0407292	0.0388535	0.0241515	0.0184834	0.089288	0.7827244	1.217276	0.449643	0.677178	0.885487	1.12932	1.47672	2.22399	0.5779499	1.555178	0.00198924	0.0369705	0.0142735	0.0186353	0.00554971	0.00641416	0.0372903	0.0543219	0.0239423	0.0367868	0.0126604	0.0299806	0.0633017	0.0475799	0.0465566	0.122569	0.0244289	0.0402829	0.0733295	0.0297683	0.021192	0.0467412	0.0231659	0.00296149	0.0345289	0.0329387	0.0204748	0.0156696	0.0756954	0.608638	0.391362	1.17957
2484	-89.5618	-121.5544	31.99257	0.00592001	0.00729793	0.00238138	0.0624153	0.0299446	0.000336863	0.102076	0.0204453	0.0258912	0.00926206	0.0385058	0.01814	0.0245599	0.0341159	0.0346004	0.0516603	0.0328444	0.00866182	0.0518867	0.0226153	0.00285039	0.0508061	0.00171096	0.0379607	0.0350191	0.00359727	0.0678038	0.018939	0.0489764	0.6640822	1.335918	0.928873	0.964655	0.988836	1.01129	1.03664	1.07657	0.0533504	2.011675	0.00695469	0.00857344	0.00279759	0.073324	0.0351783	0.000395739	0.119917	0.0240187	0.0304163	0.0108809	0.0452357	0.0213105	0.0288525	0.0400786	0.0406478	0.0606894	0.0385849	0.0101757	0.0609553	0.0265679	0.00334858	0.0596858	0.00201	0.0445954	0.0411396	0.00422598	0.0796543	0.0222491	0.0575363	0.667959	0.332041	0.8512253
2520	-98.78527	-129.716	30.93069	0.000855331	0.0364253	0.00419596	0.00101989	0.0113353	0.00850604	0.137092	0.0190087	0.0562907	0.0304453	0.0355089	0.0605652	0.0291999	0.0502911	0.00800441	0.0769877	0.0171299	0.0579993	0.0204367	0.0269786	0.00393868	0.0550124	0.0457368	0.00322525	0.0258905	0.0488572	0.0189459	0.0537286	0.172326	0.6185917	1.381408	0.3631	0.610132	0.857149	1.16666	1.63899	2.75406	0.7325247	2.233151	0.000766468	0.032641	0.00376003	0.000913933	0.0101577	0.00762232	0.122849	0.0170338	0.0504425	0.0272822	0.0318198	0.0542729	0.0261663	0.0450662	0.0071728	0.0689892	0.0153503	0.0519736	0.0183135	0.0241757	0.00352948	0.049297	0.040985	0.00289017	0.0232006	0.0437812	0.0169775	0.0481466	0.154423	0.690704	0.309296	1.115938
2556	-88.74308	-118.8543	30.11119	0.00150114	0.0228056	0.00693143	0.0067435	0.0113195	0.0135677	0.00745524	0.0423767	0.00191896	0.0160445	0.0048556	0.0242431	0.0131945	0.0235543	0.0242254	0.0874774	0.010235	0.0245498	0.00677665	0.00550429	0.0150672	0.0165402	0.0644741	0.00149051	0.0200215	0.00242008	0.00882015	0.00600729	0.00781223	0.2814221	1.718578	0.408969	0.646577	0.872805	1.14573	1.54661	2.44517	0.6465069	6.106762	0.00301475	0.0458005	0.0139204	0.013543	0.0227329	0.027248	0.0149724	0.0851052	0.00385386	0.0322222	0.0097515	0.0486874	0.0264985	0.0473041	0.0486518	0.175681	0.020555	0.0493034	0.0136095	0.0110543	0.0302595	0.0332176	0.129483	0.00299339	0.0402092	0.00486024	0.0177135	0.0120644	0.0156893	0.859289	0.140711	0.4979335
2592	-94.42148	-124.2609	29.83938	0.000293732	0.000928459	0.00414308	0.00164721	0.00527052	0.0010646	0.00377265	0.0192676	0.00328948	0.00866393	0.0048119	0.00162961	0.00225268	0.0257876	0.0113566	0.0219589	0.00158424	0.00210851	0.002396	0.000255324	0.00334608	0.00836883	0.00696472	0.00595024	0.0102587	0.0218079	0.00451152	0.00240764	0.00597525	0.4674002	1.5326	0.137956	0.380582	0.739789	1.35174	2.62755	7.24871	1.432272	3.278988	0.00152927	0.00483387	0.0215703	0.00857593	0.0274401	0.00554265	0.0196417	0.100314	0.0171262	0.0451074	0.0250524	0.00848428	0.0117282	0.134259	0.0591265	0.114325	0.00824807	0.0109776	0.0124744	0.00132931	0.0174208	0.043571	0.0362607	0.030979	0.0534103	0.113539	0.0234885	0.012535	0.0311092	0.7663	0.2337	0.1920735
2628	-89.23705	-119.9955	30.75846	0.00501881	0.00300587	0.00232756	0.0672032	0.00244193	0.0074303	0.0218702	0.0167797	0.00985798	0.049588	0.0319487	0.000553016	0.0389956	0.00792983	0.0620704	0.0685901	0.00371526	0.0348291	0.00195717	0.0388471	0.00468973	0.0111589	0.0362895	0.0194985	0.0425775	0.0471598	0.0397009	0.0591708	0.0356761	0.5289515	1.471049	0.266771	0.52496	0.817871	1.22269	1.90491	3.74853	0.9554368	2.781065	0.00651048	0.00389926	0.00301934	0.087177	0.00316771	0.0096387	0.0283704	0.0217669	0.0127879	0.0643264	0.0414444	0.000717382	0.0505857	0.0102867	0.0805187	0.0889762	0.00481949	0.0451809	0.00253887	0.0503931	0.00608359	0.0144754	0.0470753	0.0252938	0.0552322	0.0611765	0.0515007	0.0767573	0.0462796	0.735524	0.264476	0.7708818
2664	-94.92265	-126.0819	31.15921	0.00138762	0.00702721	0.00881498	0.073251	0.0400475	0.0134026	0.114437	0.0849969	0.0153138	0.082401	0.0368068	0.00252435	0.231482	0.0662052	0.0452289	0.178757	0.00628536	0.0542328	0.00273366	0.0301752	0.0250896	0.000994264	0.0162364	0.0194979	0.0260856	0.0706838	0.0140607	0.0412817	0.0227827	0.5792697	1.42073	0.829788	0.91302	0.97201	1.0288	1.09527	1.20513	0.1349137	2.452623	0.00104158	0.0052748	0.00661674	0.0549841	0.0300607	0.0100604	0.0858992	0.0638008	0.011495	0.0618522	0.0276281	0.00189484	0.173756	0.0496953	0.0339499	0.13418	0.00471795	0.0407085	0.00205196	0.0226503	0.0188329	0.00074632	0.0121874	0.0146356	0.0195805	0.053057	0.0105543	0.030987	0.0171012	0.710365	0.289635	1.332223
2700	-92.38486	-123.6687	31.28379	0.0132415	0.0217118	0.0127566	0.00474726	0.0232301	0.00157301	0.0982726	0.0198144	0.00241883	0.141164	0.0106461	0.0225094	0.206864	0.0359224	0.0752288	0.39179	0.0324214	0.00402396	0.0271076	0.039317	0.0104785	0.0407819	0.0418274	0.128825	0.0507402	0.0113404	0.00858957	0.122685	0.0400022	0.7477646	1.252235	0.93122	0.965843	0.989216	1.0109	1.03536	1.07386	0.05152562	1.674639	0.00807394	0.0132386	0.00777827	0.00289462	0.0141645	0.000959135	0.0599212	0.0120817	0.00147487	0.086074	0.00649138	0.013725	0.126134	0.0219035	0.0458703	0.238892	0.0197688	0.00245359	0.0165287	0.0239733	0.0063892	0.0248666	0.025504	0.0785505	0.0309385	0.00691477	0.00523744	0.0748065	0.0243911	0.626118	0.373882	1.640031
2736	-91.24256	-122.0815	30.83894	0.00335038	0.0370596	0.0227028	0.00375269	0.00125154	0.00108307	0.0360384	0.0887265	0.0168697	0.0474896	0.0270774	0.00452667	0.0986681	0.162057	0.0718367	0.236686	0.10411	0.0295607	0.00547174	0.0145143	0.0694019	0.00423798	0.00556757	0.0992334	0.0116829	0.0277311	0.0116178	0.0603006	0.00744508	0.5590654	1.440935	0.558117	0.75245	0.915089	1.09279	1.32899	1.79174	0.4216837	2.577399	0.00255744	0.0282887	0.0173297	0.00286453	0.000955335	0.00082674	0.0275092	0.0677275	0.0128772	0.0362502	0.020669	0.00345534	0.0753162	0.123703	0.054835	0.180669	0.0794702	0.0225645	0.00417674	0.0110792	0.0529765	0.00323497	0.00424988	0.0757477	0.00891789	0.021168	0.00886821	0.0460292	0.00568304	0.720467	0.279533	1.310052
2772	-90.36197	-119.3736	29.01162	0.0189393	0.00483771	0.00757275	0.00195331	0.00509872	0.00014736	0.0483458	0.0444838	0.0122261	0.0173492	0.0215838	0.00465807	0.0988984	0.0433336	0.0716455	0.190455	0.0511984	0.0134877	0.00370203	0.0106938	0.0483418	0.0296432	0.0118768	0.0639604	0.0473463	0.0548038	0.00913033	0.0131307	0.0826249	0.1738306	1.826169	0.446765	0.67506	0.884623	1.13043	1.48135	2.23831	0.5825934	10.50546	0.0183615	0.00469011	0.00734171	0.00189372	0.00494317	0.000142865	0.0468708	0.0431266	0.0118531	0.0168199	0.0209253	0.00451596	0.0958811	0.0420116	0.0694597	0.184645	0.0496364	0.0130762	0.00358909	0.0103675	0.046867	0.0287388	0.0115145	0.062009	0.0459018	0.0531318	0.00885177	0.0127301	0.0801041	0.913085	0.0869153	1.031469
2808	-99.51199	-126.0776	26.56556	0.00062014	0.00532592	0.00560684	2.12521e-05	0.00140991	0.00110088	0.00290441	0.0105163	0.00290839	0.00200397	0.00463026	0.00707382	0.0273464	0.000122898	0.00640505	0.0688145	0.00358808	0.00276006	0.00134948	0.00397075	0.00282462	0.0170698	0.0123481	0.00976868	0.00646598	0.00464975	0.0019484	0.00493325	0.00153792	0.08932085	1.910679	0.0708443	0.274973	0.66845	1.496	3.63671	14.1155	1.914159	21.39119	0.00281849	0.0242059	0.0254826	9.65892e-05	0.00640793	0.00500343	0.0132003	0.0477958	0.0132184	0.00910788	0.0210442	0.03215	0.124287	0.000558563	0.0291105	0.312757	0.0163075	0.0125443	0.00613326	0.0180467	0.0128377	0.0775807	0.0561213	0.0443979	0.0293874	0.0211327	0.00885531	0.0224212	0.00698974	0.95534	0.0446604	0.2200259
2844	-92.81911	-123.7078	30.88867	0.000835083	0.0205374	0.000558921	0.00526379	0.00119594	0.00276994	0.0419593	0.0320712	0.00124958	0.00934183	0.0138173	0.00411176	0.00630625	0.0324964	0.0348461	0.0454027	0.011126	0.0148513	0.0077507	0.000801553	0.018793	0.000306482	0.0219414	0.0327499	0.00169152	0.00841568	0.00267903	0.0208736	0.0139568	0.5387075	1.461293	0.270177	0.528218	0.819451	1.22033	1.89316	3.70128	0.9462645	2.71259	0.00204326	0.0502505	0.00136756	0.0128793	0.00292619	0.00677742	0.102665	0.0784711	0.00305744	0.0228574	0.0338079	0.0100606	0.01543	0.0795115	0.0852608	0.11109	0.0272229	0.0363378	0.0189643	0.00196122	0.0459824	0.000749894	0.0536858	0.0801318	0.00413878	0.0205913	0.006555	0.0510731	0.0341492	0.730646	0.269354	0.4087004
2880	-95.46136	-125.7909	30.32956	0.00153162	0.0293646	0.0132079	0.00387077	0.00931075	0.028724	0.0109399	0.0167253	0.00207669	0.0368241	0.0201367	0.00852913	0.0438062	0.0364405	0.0134418	0.0732201	0.0266319	0.0234173	0.0163909	0.0139969	0.0229515	0.0111657	0.0153591	0.0307179	0.000277612	0.00454915	0.0423678	0.00260289	0.0214003	0.3440451	1.655955	0.351887	0.600869	0.853067	1.17224	1.66426	2.84182	0.7552052	4.813191	0.00264081	0.0506305	0.0227731	0.00667399	0.0160536	0.0495259	0.0188626	0.0288377	0.00358062	0.0634921	0.0347198	0.0147059	0.0755307	0.0628307	0.0231763	0.126246	0.0459188	0.0403761	0.0282611	0.0241334	0.039573	0.0192519	0.0264822	0.0529639	0.000478659	0.00784365	0.0730506	0.00448791	0.0368984	0.827977	0.172023	0.5799792
2916	-98.96614	-127.9206	28.95445	0.00212676	0.00731438	0.00206526	0.0108669	0.00443079	0.0278183	0.0194661	0.00868442	0.011748	0.0569019	0.00886283	0.00634001	0.00521597	0.0169378	0.0211213	0.046264	0.0106301	0.0260006	0.00460037	0.00356332	0.00445667	0.011022	0.00478562	0.022573	0.0168736	0.0014768	0.0468893	0.0663635	0.0621222	0.1987039	1.801296	0.188302	0.442941	0.775651	1.28924	2.25764	5.3106	1.207312	9.06523	0.0039566	0.0136076	0.00384219	0.0202166	0.008243	0.051753	0.0362145	0.0161564	0.0218559	0.10586	0.0164883	0.0117949	0.00970373	0.0315109	0.0392938	0.086069	0.0197762	0.0483713	0.00855849	0.00662917	0.00829114	0.0205052	0.00890312	0.0419946	0.0313914	0.00274742	0.0872323	0.123462	0.115572	0.900648	0.0993519	0.5375218
2952	-98.85051	-128.6287	29.77818	0.0096686	0.00926485	0.0116957	0.0297138	0.00616459	0.021208	0.0475058	0.00408695	0.0745284	0.00599566	0.0258795	0.033318	0.0305502	0.0530186	0.0212934	0.0515692	0.0435873	0.00500675	0.0120612	0.0053659	0.0187693	0.0307722	0.00159675	0.0303981	0.0107716	0.00108578	0.0218778	0.06794	0.0460382	0.2870164	1.712984	0.276035	0.533773	0.82213	1.21635	1.87345	3.62273	0.9307536	5.968244	0.0132314	0.0126789	0.0160055	0.0406631	0.00843618	0.029023	0.0650112	0.00559295	0.101991	0.00820501	0.0354159	0.0455953	0.0418076	0.0725554	0.0291398	0.070572	0.0596488	0.0068517	0.0165056	0.00734318	0.0256856	0.0421115	0.00218513	0.0415996	0.0147408	0.00148588	0.0299395	0.0929753	0.0630028	0.856492	0.143508	0.7307321
2988	-89.2475	-119.1342	29.88668	0.00633501	0.00156503	0.00807451	0.0151523	0.0296015	0.00669112	0.0218711	0.0415521	0.0146762	0.0168822	0.0222915	0.0638288	0.0588399	0.042529	0.0244806	0.114234	0.015711	0.0228921	0.0346236	0.00608921	0.022645	0.0105215	0.00252921	0.0169747	0.0322113	0.00183672	0.0119664	0.027531	0.00642536	0.2200173	1.779983	0.584079	0.769321	0.921441	1.08526	1.29985	1.7121	0.388808	8.090196	0.00904275	0.00223396	0.0115258	0.0216288	0.0422539	0.00955107	0.0312193	0.0593126	0.0209492	0.0240981	0.0318195	0.0911109	0.0839895	0.060707	0.0349442	0.16306	0.0224263	0.0326768	0.0494225	0.00869189	0.0323241	0.0150187	0.00361025	0.0242301	0.0459792	0.00262178	0.0170812	0.0392984	0.00917172	0.889991	0.110009	0.7005622
3024	-87.94705	-117.6816	29.73458	0.0034451	0.00720298	0.000785518	0.0115884	0.00104659	0.0120264	0.0123686	0.0238009	0.00266585	0.0195332	0.00562537	0.00529508	0.0220098	0.0172457	0.0172513	0.0180356	0.0153276	0.0178821	0.00797507	0.00381683	0.00225065	0.0118934	0.003071	0.0204307	0.00963468	0.00120279	0.0154165	0.018625	0.00665944	0.2508029	1.749197	0.361911	0.609156	0.856721	1.16724	1.64161	2.76311	0.7348967	6.97439	0.0109677	0.0229312	0.00250076	0.0368927	0.00333191	0.038287	0.0393763	0.0757721	0.00848693	0.0621854	0.0179088	0.0168573	0.0700697	0.0549029	0.0549208	0.0574178	0.0487965	0.0569289	0.0253893	0.0121512	0.00716512	0.0378637	0.00977678	0.0650428	0.0306728	0.00382919	0.0490796	0.0592941	0.0212008	0.874599	0.125401	0.3141121
3060	-101.4722	-128.7445	27.27229	0.00562461	0.00111066	9.4296e-06	0.001466	0.00137145	0.00546949	0.0231828	0.00651959	0.00107996	0.0104707	0.00510332	4.8699e-05	0.00912854	0.0188487	0.00295674	0.026077	0.0198051	0.000651628	0.00890613	0.013468	0.000593441	0.0141452	0.00809037	0.000128482	0.0164144	0.00160193	0.0029186	0.00200117	0.01126	0.09816059	1.901839	0.148915	0.395039	0.748444	1.33611	2.53139	6.71523	1.376997	19.37478	0.0257476	0.00508421	4.31655e-05	0.00671084	0.00627806	0.0250375	0.106123	0.0298445	0.00494371	0.0479312	0.0233613	0.000222928	0.0417874	0.086283	0.013535	0.119372	0.0906611	0.00298293	0.0407693	0.0616518	0.00271657	0.0647518	0.037035	0.000588149	0.0751398	0.00733308	0.0133604	0.00916069	0.0515445	0.95092	0.0490803	0.218452
3096	-87.54009	-117.1369	29.59682	0.0322527	0.00127563	0.00513669	0.00302367	0.00965155	0.00496524	0.0640251	0.0143507	0.00581282	0.00658588	0.00794662	0.0192368	0.0947988	0.0118623	0.0106379	0.169837	0.0157958	0.0132442	0.0135976	0.0234015	0.00737729	0.0273987	0.00608614	0.0597823	0.0505196	0.00257173	0.011631	0.010659	0.00544524	0.1833508	1.816649	0.607784	0.784394	0.927036	1.07871	1.27487	1.64532	0.3600417	9.908049	0.0454963	0.00179943	0.00724591	0.00426524	0.0136147	0.00700406	0.090315	0.0202434	0.00819968	0.00929016	0.0112096	0.0271358	0.133725	0.0167331	0.015006	0.239575	0.0222818	0.0186825	0.019181	0.0330105	0.0104065	0.0386491	0.00858523	0.08433	0.0712638	0.00362772	0.0164068	0.0150357	0.00768115	0.908325	0.0916754	0.708909
3132	-89.07912	-119.6706	30.59147	0.0334107	0.00227384	0.0377347	0.0423045	0.00564072	0.013782	0.0207097	0.120031	0.00979397	0.0310905	0.0465316	0.0733496	0.00392787	0.0924033	0.142928	0.130494	0.0403369	0.00953178	0.0144711	0.0334532	0.00492483	0.003083	0.027722	0.00452663	0.0562028	0.00783353	0.0131957	0.0412631	0.0116393	0.3359571	1.664043	0.89433	0.94699	0.983151	1.01714	1.05598	1.11816	0.08075276	4.953141	0.0310916	0.00211601	0.0351155	0.039368	0.00524918	0.0128254	0.0192722	0.111699	0.00911415	0.0289325	0.0433018	0.0682583	0.00365523	0.0859894	0.133007	0.121436	0.0375371	0.00887016	0.0134667	0.0311312	0.00458299	0.002869	0.0257977	0.00421243	0.0523016	0.00728978	0.0122798	0.038399	0.0108314	0.832021	0.167979	1.07459
3168	-90.28814	-121.9656	31.67742	0.0216279	0.00307275	0.00265506	0.0194015	0.0226535	0.0351183	0.0980707	0.0207916	0.0320774	0.00626247	0.0218805	0.00464374	0.0916097	0.0556987	0.0561711	0.0551259	0.0350721	0.0232455	0.00782443	0.0397986	0.0194202	0.053843	0.0615975	0.00365529	0.0432759	0.0449512	0.0047875	0.0284631	0.00317221	0.6574438	1.342556	0.665293	0.819753	0.939876	1.06397	1.21988	1.5031	0.294671	2.042085	0.023612	0.00335465	0.00289864	0.0211814	0.0247318	0.0383401	0.107068	0.022699	0.0350203	0.00683701	0.0238879	0.00506977	0.100014	0.0608087	0.0613243	0.0601833	0.0382897	0.0253781	0.00854227	0.0434498	0.0212018	0.0587826	0.0672486	0.00399063	0.0472461	0.0490751	0.00522671	0.0310743	0.00346323	0.671278	0.328722	0.9159672
3204	-94.3294	-124.8054	30.47603	0.00237922	0.0130482	0.00763323	0.0462185	0.0123323	0.0891275	0.0849915	0.0245954	0.0912453	0.025996	0.0195833	0.0282688	0.0269377	0.0390558	0.11946	0.157469	0.117014	0.0512837	0.00679109	0.0361747	0.056149	0.00422478	0.0824381	0.0100333	0.0177541	0.000880747	0.00841067	0.0330995	0.166039	0.4819229	1.518077	0.540185	0.74056	0.910553	1.09823	1.35033	1.85122	0.4452978	3.150041	0.00172578	0.00946462	0.0055368	0.0335249	0.00894531	0.0646492	0.0616491	0.0178404	0.0661853	0.0188563	0.0142049	0.020505	0.0195394	0.0283294	0.0866508	0.114221	0.0848766	0.0371989	0.00492596	0.0262395	0.040728	0.00306446	0.059797	0.00727769	0.0128781	0.000638855	0.00610073	0.0240089	0.120437	0.759039	0.240961	1.378634
3240	-92.56812	-123.9218	31.35366	0.0204822	0.0416322	0.0352572	0.0190425	0.0170601	0.00847004	0.0526748	0.0781366	0.00572953	0.0652996	0.031786	0.00249796	0.189933	0.0511649	0.0242739	0.187509	0.015437	0.0351308	0.0241542	0.0120159	0.0841356	0.0928502	0.0676017	0.014773	0.0529001	0.0281648	0.00279762	0.0176294	0.0414594	0.5961879	1.403812	0.992567	0.996368	0.998865	1.00114	1.00365	1.00749	0.005394945	2.354647	0.0155168	0.0315396	0.0267101	0.0144262	0.0129243	0.0064167	0.0399051	0.0591944	0.00434056	0.0494694	0.0240803	0.0018924	0.143889	0.0387613	0.0183893	0.142052	0.0116947	0.0266142	0.0182987	0.00910294	0.0637391	0.0703411	0.0512134	0.0111917	0.0400759	0.021337	0.00211941	0.0133557	0.0314087	0.701906	0.298094	1.319999
3276	-102.8517	-131.5468	28.69514	0.0101967	0.00100908	0.00575957	0.00091247	0.00674364	0.00258118	0.0493001	0.00557121	0.00301336	0.0237035	0.0715443	0.00788472	0.00763538	0.0171481	0.0517537	0.0232999	0.00679875	0.00685541	0.0392934	0.00816934	0.0111579	0.036797	0.00606459	0.00373021	0.00308409	0.00954857	4.32142e-05	0.0156336	0.0116655	0.1366211	1.863379	0.326762	0.579548	0.843506	1.18553	1.72548	3.06034	0.8087703	13.63903	0.0228166	0.00225795	0.0128879	0.00204178	0.0150899	0.00577577	0.110316	0.0124664	0.00674283	0.0530399	0.160091	0.0176432	0.0170853	0.0383713	0.115806	0.052137	0.0152132	0.01534	0.0879246	0.0182801	0.0249675	0.0823387	0.0135704	0.00834689	0.0069011	0.0213663	9.66981e-05	0.0349823	0.0261033	0.931689	0.0683105	0.4468985
3312	-87.9461	-119.0512	31.10512	0.00773891	0.0170004	0.00541562	0.0179819	0.03907	0.00472281	0.0516872	0.117072	0.0223257	0.0792256	0.144998	0.00422982	0.0653004	0.0449994	0.0226624	0.0661622	0.147255	0.0044368	0.00802677	0.0209016	0.0147435	0.0417576	0.0381448	0.0221601	0.0111646	0.0221101	0.0850644	0.107181	0.0102426	0.5063796	1.49362	0.911451	0.955789	0.985992	1.01421	1.04626	1.09715	0.06704078	2.949606	0.00622208	0.0136683	0.00435415	0.0144574	0.0314122	0.00379714	0.0415565	0.0941261	0.0179498	0.0636974	0.116578	0.00340077	0.0525015	0.0361795	0.0182206	0.0531944	0.118393	0.00356719	0.00645352	0.0168049	0.0118538	0.0335731	0.0306684	0.0178167	0.00897637	0.0177765	0.0683918	0.0861736	0.00823508	0.74681	0.25319	1.243782
3348	-91.94453	-123.5429	31.59839	0.0111498	0.0552253	0.0112766	0.0057965	0.0226558	0.00395938	0.0274249	0.0538627	0.00718877	0.00773848	0.0763329	0.00506235	0.0273923	0.0133381	0.00844313	0.119995	0.00649384	0.00110417	0.172931	0.000135486	0.0115012	0.0301197	0.0449972	0.00429584	0.0661727	0.0993954	0.0202568	0.0624292	0.0732208	0.8084069	1.191593	0.428248	0.661267	0.878943	1.13773	1.51225	2.3351	0.6132004	1.474002	0.0106199	0.0526008	0.0107407	0.00552102	0.0215791	0.00377121	0.0261215	0.0513029	0.00684713	0.00737072	0.0727053	0.00482176	0.0260905	0.0127042	0.00804188	0.114293	0.00618522	0.00105169	0.164712	0.000129048	0.0109546	0.0286883	0.0428588	0.00409168	0.0630279	0.0946718	0.0192942	0.0594623	0.0697411	0.595797	0.404203	1.049895
3384	-93.59092	-124.0774	30.48651	0.0270728	0.0247304	0.00171472	0.0152282	0.00722055	0.0614672	0.0625998	0.0859925	0.0122763	0.0488686	0.0228583	0.0203571	0.000542614	0.0524758	0.0461797	0.081453	0.00492605	0.0116034	0.028635	0.00121101	0.0245174	0.00416637	0.00196376	0.0529939	0.0045293	0.00923221	0.051748	0.099173	0.0065423	0.3238824	1.676118	0.642272	0.805794	0.934854	1.06969	1.24101	1.55697	0.3201343	5.17508	0.0310368	0.0283515	0.00196579	0.017458	0.0082778	0.0704673	0.0717657	0.0985836	0.0140738	0.0560241	0.0262052	0.0233378	0.000622064	0.0601594	0.0529414	0.0933795	0.00564733	0.0133024	0.0328278	0.00138832	0.0281073	0.00477642	0.0022513	0.0607534	0.00519249	0.010584	0.059325	0.113694	0.00750024	0.838059	0.161941	0.8722792
3420	-105.377	-136.8455	31.46854	0.0830613	0.0819787	0.00565291	0.0190475	0.00526898	0.0141783	0.061727	0.110524	0.0250799	0.0176081	0.000746678	0.00221877	0.0297652	0.0326704	0.159163	0.0516033	0.017924	0.0279917	0.0653007	0.0055227	0.102261	0.0273521	0.0565019	0.0890465	0.0437589	0.00489264	0.0194662	0.0966853	0.0800171	0.6906502	1.30935	0.839425	0.918176	0.973719	1.02699	1.08912	1.19129	0.1265646	1.895822	0.0621245	0.0613147	0.00422801	0.0142463	0.00394085	0.0106044	0.0461678	0.0826648	0.0187582	0.0131697	0.000558467	0.0016595	0.0222624	0.0244354	0.119043	0.0385959	0.013406	0.020936	0.0488407	0.00413062	0.0764849	0.0204576	0.0422598	0.066601	0.0327288	0.00365938	0.0145595	0.0723143	0.0598476	0.654675	0.345325	1.337015
3456	-95.86432	-127.3791	31.51474	0.0739887	0.0144916	0.0146683	0.00628878	0.0179853	5.33565e-05	0.0863485	0.0296671	0.0467023	0.11142	0.0207612	0.0285869	0.0417408	0.0745752	0.0552819	0.228619	0.0289173	0.0444566	0.0455419	0.0290086	0.16086	0.0525122	0.0410066	0.0246372	0.00890153	0.00365491	0.0850653	0.0409944	0.0595196	0.8932369	1.106763	0.598092	0.778268	0.924771	1.08135	1.2849	1.67198	0.3716655	1.239048	0.0501192	0.00981647	0.00993615	0.00425995	0.0121831	3.61432e-05	0.0584916	0.0200962	0.0316357	0.0754748	0.0140634	0.0193645	0.0282748	0.0505165	0.0374474	0.154864	0.0195883	0.0301144	0.0308496	0.0196501	0.108965	0.0355712	0.0277775	0.016689	0.0060298	0.0024758	0.0576224	0.0277692	0.040318	0.553382	0.446618	1.476255
